"","ID","Connective","ReactionTime1","ReactionTime2","ReactionTime3","TrialID","Label","Wordform","Answeraccuracy","Truthvalue","Sentenceform","Group","LogReactionTime1"
"190","62a739f23ee5ac5192335098","but",542,629,1637,"T1.27","test","CVC",1,"J","PositivePositive","A",6.29526600143965
"191","62a739f23ee5ac5192335098","and",566,4925,1270,"T1.11","test","CVV",1,"F","PositivePositive","A",6.33859407820318
"192","62a739f23ee5ac5192335098","and",942,6266,1775,"T1.3","test","CVC",1,"F","PositiveNegative","A",6.84800527457636
"193","62a739f23ee5ac5192335098","so",753,929,1184,"T1.71","test","CVV",1,"J","PositivePositive","A",6.62406522779989
"194","62a739f23ee5ac5192335098","but",750,426,1332,"T1.46","test","VCC",1,"J","PositiveNegative","A",6.62007320653036
"195","62a739f23ee5ac5192335098","so",634,1305,1018,"T1.68","test","VCC",1,"J","PositivePositive","A",6.45204895443723
"196","62a739f23ee5ac5192335098","and",578,1636,1369,"T1.17","test","VCC",1,"F","PositiveNegative","A",6.35957386867238
"197","62a739f23ee5ac5192335098","and",614,714,940,"T1.7","test","CVV",1,"J","PositivePositive","A",6.41999492814714
"198","62a739f23ee5ac5192335098","so",663,1666,2665,"T1.57","test","CVV",1,"J","PositiveNegative","A",6.49677499018586
"199","62a739f23ee5ac5192335098","so",781,1104,1038,"T1.69","test","CVC",1,"J","PositivePositive","A",6.66057514983969
"200","62a739f23ee5ac5192335098","but",898,1856,1087,"T1.35","test","CVV",1,"J","PositivePositive","A",6.8001700683022
"201","62a739f23ee5ac5192335098","so",853,951,1176,"T1.49","test","CVC",1,"F","PositivePositive","A",6.74875954749168
"202","62a739f23ee5ac5192335098","so",772,2637,2761,"T1.59","test","CVV",1,"F","PositiveNegative","A",6.64898455002478
"203","62a739f23ee5ac5192335098","so",694,692,3865,"T1.50","test","CVC",1,"F","PositivePositive","A",6.5424719605068
"204","62a739f23ee5ac5192335098","so",602,582,1275,"T1.64","test","VCV",1,"J","PositivePositive","A",6.40025744530882
"205","62a739f23ee5ac5192335098","so",613,873,959,"T1.70","test","CVC",1,"J","PositivePositive","A",6.41836493593621
"206","62a739f23ee5ac5192335098","so",577,675,2117,"T1.55","test","CVV",1,"F","PositivePositive","A",6.3578422665081
"207","62a739f23ee5ac5192335098","so",584,467,856,"T1.61","test","VCV",1,"F","PositiveNegative","A",6.36990098282823
"208","62a739f23ee5ac5192335098","but",631,846,1679,"T1.34","test","CVV",1,"J","PositiveNegative","A",6.44730586254121
"209","62a739f23ee5ac5192335098","and",773,418,1079,"T1.9","test","CVV",1,"F","PositiveNegative","A",6.65027904858742
"210","62a739f23ee5ac5192335098","so",663,621,1230,"T1.58","test","CVV",1,"J","PositiveNegative","A",6.49677499018586
"211","59ad8df15e7f4800010eefc9","and",1258,895,1505,"T1.15","test","VCV",1,"F","PositivePositive","A",7.13727843726039
"212","59ad8df15e7f4800010eefc9","and",1462,2299,1601,"T1.18","test","VCC",1,"F","PositivePositive","A",7.28756064030972
